Var1	Var2	value
337	KRG091218_aegypti_Ago1_Exp4C	Rhabdoviridae	0.00580322427140519
338	KRG091218_aegypti_Ago1_Exp4D	Rhabdoviridae	0.0119939070951956
339	KRG091218_aegypti_Ago1_Exp4E	Rhabdoviridae	0.0265765300856642
340	KRG091218_aegypti_Ago1_Exp4F	Rhabdoviridae	0.00026750484852538
341	KRG091218_aegypti_rIgG_Exp4A	Rhabdoviridae	0.0443380169180681
342	KRG091218_aegypti_rIgG_Exp4B	Rhabdoviridae	0.00284288780543276
343	KRG092419_Aag2_Ago1_Exp7A	Rhabdoviridae	0.0845567441519616
344	KRG092419_Aag2_Ago1_Exp7B	Rhabdoviridae	0.0897379409589024
345	KRG092419_Aag2_Ago2_Exp7A	Rhabdoviridae	0.147274476501021
346	KRG092419_Aag2_Ago2_Exp7B	Rhabdoviridae	0.148082835955869
347	KRG092419_Aag2_mIgG_Exp7A	Rhabdoviridae	0.112317101810347
348	KRG092419_Aag2_mIgG_Exp7B	Rhabdoviridae	0.0240987083092346
349	KRG092419_Aag2_rIgG_Exp7A	Rhabdoviridae	0.0373770295727058
350	KRG092419_Aag2_rIgG_Exp7B	Rhabdoviridae	0.0183645092740772
351	KRG092419_aegypti_Ago2_Exp7A	Rhabdoviridae	0.0270784286865688
352	KRG092419_aegypti_Ago2_Exp7B	Rhabdoviridae	0.0261768139908838
353	KRG092419_aegypti_mIgG_Exp7A	Rhabdoviridae	0
354	KRG092419_aegypti_mIgG_Exp7B	Rhabdoviridae	0
355	KRG092419_aegypti_mIgG_Exp7C	Rhabdoviridae	0.00351000351000351
356	KRG092419_aegypti_mIgG_Exp7D	Rhabdoviridae	0
357	KRG102219_Aag2_Ago1_Exp8A	Rhabdoviridae	0.0399046556142863
358	KRG102219_Aag2_Ago1_Exp8B	Rhabdoviridae	0.0371974239395958
359	KRG102219_Aag2_Ago2_Exp8A	Rhabdoviridae	0.141749036188175
360	KRG102219_Aag2_Ago2_Exp8B	Rhabdoviridae	0.132934961461852
361	KRG102219_Aag2_mIgG_Exp8A	Rhabdoviridae	0.0879064606981309
362	KRG102219_Aag2_mIgG_Exp8B	Rhabdoviridae	0.0743909243072345
363	KRG102219_Aag2_rIgG_Exp8A	Rhabdoviridae	0.0204474817790218
364	KRG102219_Aag2_rIgG_Exp8B	Rhabdoviridae	0.0309906219683087
365	KRG102219_aegypti_Ago1_Exp8A	Rhabdoviridae	0.00611889696684011
366	KRG102219_aegypti_Ago1_Exp8B	Rhabdoviridae	0.00274002630425252
367	KRG102219_aegypti_Ago2_Exp8A	Rhabdoviridae	0.076787952252789
368	KRG102219_aegypti_Ago2_Exp8B	Rhabdoviridae	0.0492427795294338
369	KRG102219_aegypti_mIgG_Exp8A	Rhabdoviridae	0.102902263849805
370	KRG102219_aegypti_mIgG_Exp8B	Rhabdoviridae	0.0910201867054749
371	KRG102219_aegypti_rIgG_Exp8A	Rhabdoviridae	0.0164611884486681
372	KRG102219_aegypti_rIgG_Exp8B	Rhabdoviridae	0.0285719433812192
373	KRG121817A_Aag2_Ago1_Exp1A	Rhabdoviridae	0.0452708784665267
374	KRG121817A_Aag2_Ago1_Exp1B	Rhabdoviridae	0.010050482737249
375	KRG121817A_Aag2_Ago2_Exp1A	Rhabdoviridae	0.232141132148377
376	KRG121817A_Aag2_Ago2_Exp1B	Rhabdoviridae	0.113312288667568
377	KRG121817A_Aag2_mIgG_Exp1A	Rhabdoviridae	0.0296193997982973
378	KRG121817A_Aag2_mIgG_Exp1B	Rhabdoviridae	0.0906189156129443
379	KRG121817A_Aag2_rIgG_Exp1A	Rhabdoviridae	0.0184088094520869
380	KRG121817A_Aag2_rIgG_Exp1B	Rhabdoviridae	0.00221966960217972
381	KRG121817B_Aag2_Ago1_Exp2A	Rhabdoviridae	0.048307718148988
382	KRG121817B_Aag2_Ago1_Exp2B	Rhabdoviridae	0.0495406023472271
383	KRG121817B_Aag2_Ago2_Exp2A	Rhabdoviridae	0.185361689188794
384	KRG121817B_Aag2_Ago2_Exp2B	Rhabdoviridae	0.120746364170808
385	KRG121817B_Aag2_mIgG_Exp2A	Rhabdoviridae	0.0461565262993421
386	KRG121817B_Aag2_mIgG_Exp2B	Rhabdoviridae	0.0722743521000894
387	KRG121817B_Aag2_rIgG_Exp2A	Rhabdoviridae	0.00982115831707207
388	KRG121817B_Aag2_rIgG_Exp2B	Rhabdoviridae	0.0211880486755888
389	BrdU_KRG090619_Aag2_Ago1_Exp5A	Totiviridae	0.00454584901995628
390	BrdU_KRG090619_Aag2_Ago1_Exp5B	Totiviridae	0.00417209487612916
391	BrdU_KRG090619_Aag2_Ago2_Exp5A	Totiviridae	0.0116592269694576
392	BrdU_KRG090619_Aag2_Ago2_Exp5B	Totiviridae	0.00953357233338431
393	BrdU_KRG090619_Aag2_mIgG_Exp5A	Totiviridae	0.0267451190157796
394	BrdU_KRG090619_Aag2_mIgG_Exp5B	Totiviridae	0.102354145342886
395	BrdU_KRG090619_Aag2_rIgG_Exp5A	Totiviridae	0
396	BrdU_KRG090619_Aag2_rIgG_Exp5B	Totiviridae	0
397	BrdU_KRG090619_aegypti_Ago1_Exp5A	Totiviridae	0
398	BrdU_KRG090619_aegypti_Ago1_Exp5B	Totiviridae	0.00249306098027158
399	BrdU_KRG090619_aegypti_Ago2_Exp5A	Totiviridae	0.00841814615585356
400	BrdU_KRG090619_aegypti_Ago2_Exp5B	Totiviridae	0.00215859173475225
401	BrdU_KRG090619_aegypti_mIgG_Exp5A	Totiviridae	0.0093976130062964
402	BrdU_KRG090619_aegypti_mIgG_Exp5B	Totiviridae	0.0101801893515219
403	BrdU_KRG090619_aegypti_rIgG_Exp5A	Totiviridae	0
404	BrdU_KRG090619_aegypti_rIgG_Exp5B	Totiviridae	0
405	BrdU_KRG091819_Aag2_Ago1_Exp6A	Totiviridae	0.00489055167645889
406	BrdU_KRG091819_Aag2_Ago1_Exp6B	Totiviridae	0.00344134126275716
407	BrdU_KRG091819_Aag2_Ago2_Exp6A	Totiviridae	0.0105220558478349
408	BrdU_KRG091819_Aag2_Ago2_Exp6B	Totiviridae	0.0127004812377999
409	BrdU_KRG091819_Aag2_mIgG_Exp6A	Totiviridae	0
410	BrdU_KRG091819_Aag2_mIgG_Exp6B	Totiviridae	0
411	BrdU_KRG091819_Aag2_rIgG_Exp6A	Totiviridae	0
412	BrdU_KRG091819_Aag2_rIgG_Exp6B	Totiviridae	0
413	BrdU_KRG091819_aegypti_Ago1_Exp6A	Totiviridae	0
414	BrdU_KRG091819_aegypti_Ago1_Exp6B	Totiviridae	0.00224276961658834
415	BrdU_KRG091819_aegypti_Ago2_Exp6A	Totiviridae	0.00582310852090617
416	BrdU_KRG091819_aegypti_Ago2_Exp6B	Totiviridae	0.00156544009217311
417	BrdU_KRG091819_aegypti_mIgG_Exp6A	Totiviridae	0.0147659595412709
418	BrdU_KRG091819_aegypti_mIgG_Exp6B	Totiviridae	0.0051721016835191
419	BrdU_KRG091819_aegypti_rIgG_Exp6A	Totiviridae	0
420	BrdU_KRG091819_aegypti_rIgG_Exp6B	Totiviridae	0
421	KRG081018_Aag2_Ago1_Exp3A	Totiviridae	0.00196947963065692
422	KRG081018_Aag2_Ago1_Exp3B	Totiviridae	0.00356903926778502
423	KRG081018_Aag2_rIgG_Exp3	Totiviridae	0
424	KRG081018_aegypti_Ago1_Exp3A	Totiviridae	0
425	KRG081018_aegypti_Ago1_Exp3B	Totiviridae	0.00140405068622977
426	KRG081018_aegypti_Ago1_Exp3C	Totiviridae	0
427	KRG091218_Aag2_Ago1_Exp4A	Totiviridae	0.00326141691605635
428	KRG091218_Aag2_Ago1_Exp4B	Totiviridae	0.00174736889927991
429	KRG091218_Aag2_Ago1_Exp4C	Totiviridae	0.00103187536714494
430	KRG091218_Aag2_rIgG_Exp4A	Totiviridae	0.000656910451609513
431	KRG091218_Aag2_rIgG_Exp4B	Totiviridae	0.00258003483047021
432	KRG091218_aegypti_Ago1_Exp4A	Totiviridae	0.00556219929360069
433	KRG091218_aegypti_Ago1_Exp4B	Totiviridae	0
434	KRG091218_aegypti_Ago1_Exp4C	Totiviridae	0
435	KRG091218_aegypti_Ago1_Exp4D	Totiviridae	0
436	KRG091218_aegypti_Ago1_Exp4E	Totiviridae	0.00877283517390856
437	KRG091218_aegypti_Ago1_Exp4F	Totiviridae	0.00588510666755835
438	KRG091218_aegypti_rIgG_Exp4A	Totiviridae	0.00036642989188486
439	KRG091218_aegypti_rIgG_Exp4B	Totiviridae	0
440	KRG092419_Aag2_Ago1_Exp7A	Totiviridae	0.00901938604287591
441	KRG092419_Aag2_Ago1_Exp7B	Totiviridae	0.00606337438911503
442	KRG092419_Aag2_Ago2_Exp7A	Totiviridae	0.0148787570437675
443	KRG092419_Aag2_Ago2_Exp7B	Totiviridae	0.0122729504172803
444	KRG092419_Aag2_mIgG_Exp7A	Totiviridae	0.0132738393048592
445	KRG092419_Aag2_mIgG_Exp7B	Totiviridae	0.00481974166184693
446	KRG092419_Aag2_rIgG_Exp7A	Totiviridae	0.00149508118290823
447	KRG092419_Aag2_rIgG_Exp7B	Totiviridae	0
448	KRG092419_aegypti_Ago2_Exp7A	Totiviridae	0.003822836991045
449	KRG092419_aegypti_Ago2_Exp7B	Totiviridae	0.00166201993592913
450	KRG092419_aegypti_mIgG_Exp7A	Totiviridae	0
451	KRG092419_aegypti_mIgG_Exp7B	Totiviridae	0
452	KRG092419_aegypti_mIgG_Exp7C	Totiviridae	0
453	KRG092419_aegypti_mIgG_Exp7D	Totiviridae	0
454	KRG102219_Aag2_Ago1_Exp8A	Totiviridae	0.00298751432406421
455	KRG102219_Aag2_Ago1_Exp8B	Totiviridae	0.00351617440225035
456	KRG102219_Aag2_Ago2_Exp8A	Totiviridae	0.00761799042853917
457	KRG102219_Aag2_Ago2_Exp8B	Totiviridae	0.00714471291244479
458	KRG102219_Aag2_mIgG_Exp8A	Totiviridae	0.003413843133908
459	KRG102219_Aag2_mIgG_Exp8B	Totiviridae	0.00371954621536173
460	KRG102219_Aag2_rIgG_Exp8A	Totiviridae	0.00136316545193479
461	KRG102219_Aag2_rIgG_Exp8B	Totiviridae	0.000673709173224103
462	KRG102219_aegypti_Ago1_Exp8A	Totiviridae	0
463	KRG102219_aegypti_Ago1_Exp8B	Totiviridae	0.000421542508346542
464	KRG102219_aegypti_Ago2_Exp8A	Totiviridae	0.00333860661968648
465	KRG102219_aegypti_Ago2_Exp8B	Totiviridae	0.00342715315406316
466	KRG102219_aegypti_mIgG_Exp8A	Totiviridae	0.00420009240203285
467	KRG102219_aegypti_mIgG_Exp8B	Totiviridae	0.00836675810941691
468	KRG102219_aegypti_rIgG_Exp8A	Totiviridae	0.00122844689915434
469	KRG102219_aegypti_rIgG_Exp8B	Totiviridae	0.0012870244766315
470	KRG121817A_Aag2_Ago1_Exp1A	Totiviridae	0.00204875508388661
471	KRG121817A_Aag2_Ago1_Exp1B	Totiviridae	0.000418770114052041
472	KRG121817A_Aag2_Ago2_Exp1A	Totiviridae	0.0289799072642968
473	KRG121817A_Aag2_Ago2_Exp1B	Totiviridae	0.0128353742915475
474	KRG121817A_Aag2_mIgG_Exp1A	Totiviridae	0.00199885520111209
475	KRG121817A_Aag2_mIgG_Exp1B	Totiviridae	0.00434275953416666
476	KRG121817A_Aag2_rIgG_Exp1A	Totiviridae	0.000836764066003949
477	KRG121817A_Aag2_rIgG_Exp1B	Totiviridae	0.00110983480108986
478	KRG121817B_Aag2_Ago1_Exp2A	Totiviridae	0.0029562442260855
479	KRG121817B_Aag2_Ago1_Exp2B	Totiviridae	0.00172893377319182
480	KRG121817B_Aag2_Ago2_Exp2A	Totiviridae	0.0210505388353205
481	KRG121817B_Aag2_Ago2_Exp2B	Totiviridae	0.0122783322516707
482	KRG121817B_Aag2_mIgG_Exp2A	Totiviridae	0.00233476592175661
483	KRG121817B_Aag2_mIgG_Exp2B	Totiviridae	0.00368632707774799
484	KRG121817B_Aag2_rIgG_Exp2A	Totiviridae	0.000322005190723674
485	KRG121817B_Aag2_rIgG_Exp2B	Totiviridae	0.00063247906494295
486	BrdU_KRG090619_Aag2_Ago1_Exp5A	Unclassified	0.121773652534586
487	BrdU_KRG090619_Aag2_Ago1_Exp5B	Unclassified	0.12220200475888
488	BrdU_KRG090619_Aag2_Ago2_Exp5A	Unclassified	0.220157137826339
489	BrdU_KRG090619_Aag2_Ago2_Exp5B	Unclassified	0.214930140624912
490	BrdU_KRG090619_Aag2_mIgG_Exp5A	Unclassified	0.240706071142017
491	BrdU_KRG090619_Aag2_mIgG_Exp5B	Unclassified	0.15353121801433
492	BrdU_KRG090619_Aag2_rIgG_Exp5A	Unclassified	0.0796722057819258
493	BrdU_KRG090619_Aag2_rIgG_Exp5B	Unclassified	0.0942329438371655
494	BrdU_KRG090619_aegypti_Ago1_Exp5A	Unclassified	0.0490483655353485
495	BrdU_KRG090619_aegypti_Ago1_Exp5B	Unclassified	0.0282546911097445
496	BrdU_KRG090619_aegypti_Ago2_Exp5A	Unclassified	0.0925996077143891
497	BrdU_KRG090619_aegypti_Ago2_Exp5B	Unclassified	0.0879626131911541
498	BrdU_KRG090619_aegypti_mIgG_Exp5A	Unclassified	0.244337938163706
499	BrdU_KRG090619_aegypti_mIgG_Exp5B	Unclassified	0.417387763412399
500	BrdU_KRG090619_aegypti_rIgG_Exp5A	Unclassified	0.0463499420625724
501	BrdU_KRG090619_aegypti_rIgG_Exp5B	Unclassified	0
502	BrdU_KRG091819_Aag2_Ago1_Exp6A	Unclassified	0.107814434685571
503	BrdU_KRG091819_Aag2_Ago1_Exp6B	Unclassified	0.100444148106725
504	BrdU_KRG091819_Aag2_Ago2_Exp6A	Unclassified	0.202509105625253
505	BrdU_KRG091819_Aag2_Ago2_Exp6B	Unclassified	0.188022341803082
506	BrdU_KRG091819_Aag2_mIgG_Exp6A	Unclassified	0.0698812019566736
507	BrdU_KRG091819_Aag2_mIgG_Exp6B	Unclassified	0.126903553299492
508	BrdU_KRG091819_Aag2_rIgG_Exp6A	Unclassified	0.173490631505899
509	BrdU_KRG091819_Aag2_rIgG_Exp6B	Unclassified	0.0874890638670166
510	BrdU_KRG091819_aegypti_Ago1_Exp6A	Unclassified	0.0425926562016968
511	BrdU_KRG091819_aegypti_Ago1_Exp6B	Unclassified	0.0287482287217233
512	BrdU_KRG091819_aegypti_Ago2_Exp6A	Unclassified	0.0888024049438191
513	BrdU_KRG091819_aegypti_Ago2_Exp6B	Unclassified	0.0835945009220442
514	BrdU_KRG091819_aegypti_mIgG_Exp6A	Unclassified	0.211645420091549
515	BrdU_KRG091819_aegypti_mIgG_Exp6B	Unclassified	0.336186609428741
516	BrdU_KRG091819_aegypti_rIgG_Exp6A	Unclassified	0.0426829268292683
517	BrdU_KRG091819_aegypti_rIgG_Exp6B	Unclassified	0
518	KRG081018_Aag2_Ago1_Exp3A	Unclassified	0.0390613460080289
519	KRG081018_Aag2_Ago1_Exp3B	Unclassified	0.0415375421165618
520	KRG081018_Aag2_rIgG_Exp3	Unclassified	0.149921637297066
521	KRG081018_aegypti_Ago1_Exp3A	Unclassified	0.0123830947405812
522	KRG081018_aegypti_Ago1_Exp3B	Unclassified	0.0152105491008225
523	KRG081018_aegypti_Ago1_Exp3C	Unclassified	0.0114912348443895
524	KRG091218_Aag2_Ago1_Exp4A	Unclassified	0.0356146727233353
525	KRG091218_Aag2_Ago1_Exp4B	Unclassified	0.0408884322431499
526	KRG091218_Aag2_Ago1_Exp4C	Unclassified	0.0360419324667054
527	KRG091218_Aag2_rIgG_Exp4A	Unclassified	0.0226634105805282
528	KRG091218_Aag2_rIgG_Exp4B	Unclassified	0.13717185182
529	KRG091218_aegypti_Ago1_Exp4A	Unclassified	0.0101428340059777
530	KRG091218_aegypti_Ago1_Exp4B	Unclassified	0.0218051670726939
531	KRG091218_aegypti_Ago1_Exp4C	Unclassified	0.0129992223679476
532	KRG091218_aegypti_Ago1_Exp4D	Unclassified	0.00839573496663695
533	KRG091218_aegypti_Ago1_Exp4E	Unclassified	0.0131592527608628
534	KRG091218_aegypti_Ago1_Exp4F	Unclassified	0.0318330769745202
535	KRG091218_aegypti_rIgG_Exp4A	Unclassified	0.000549644837827291
536	KRG091218_aegypti_rIgG_Exp4B	Unclassified	0.00213216585407457
537	KRG092419_Aag2_Ago1_Exp7A	Unclassified	0.108984248018084
538	KRG092419_Aag2_Ago1_Exp7B	Unclassified	0.106715389248425
539	KRG092419_Aag2_Ago2_Exp7A	Unclassified	0.23806011270028
540	KRG092419_Aag2_Ago2_Exp7B	Unclassified	0.244005632638297
541	KRG092419_Aag2_mIgG_Exp7A	Unclassified	0.121506682867558
542	KRG092419_Aag2_mIgG_Exp7B	Unclassified	0.00481974166184693
543	KRG092419_Aag2_rIgG_Exp7A	Unclassified	0.0657835720479622
544	KRG092419_Aag2_rIgG_Exp7B	Unclassified	0.015741007949209
545	KRG092419_aegypti_Ago2_Exp7A	Unclassified	0.0614839616059738
546	KRG092419_aegypti_Ago2_Exp7B	Unclassified	0.0502761030618562
547	KRG092419_aegypti_mIgG_Exp7A	Unclassified	0
548	KRG092419_aegypti_mIgG_Exp7B	Unclassified	0
549	KRG092419_aegypti_mIgG_Exp7C	Unclassified	0.00351000351000351
550	KRG092419_aegypti_mIgG_Exp7D	Unclassified	0.00718829745174855
551	KRG102219_Aag2_Ago1_Exp8A	Unclassified	0.0512145312696722
552	KRG102219_Aag2_Ago1_Exp8B	Unclassified	0.0562587904360056
553	KRG102219_Aag2_Ago2_Exp8A	Unclassified	0.205685741570558
554	KRG102219_Aag2_Ago2_Exp8B	Unclassified	0.188577119598164
555	KRG102219_Aag2_mIgG_Exp8A	Unclassified	0.117777588119826
556	KRG102219_Aag2_mIgG_Exp8B	Unclassified	0.0855495629533197
557	KRG102219_Aag2_rIgG_Exp8A	Unclassified	0.0209018702630001
558	KRG102219_Aag2_rIgG_Exp8B	Unclassified	0.0276220761021882
559	KRG102219_aegypti_Ago1_Exp8A	Unclassified	0.0104247874249869
560	KRG102219_aegypti_Ago1_Exp8B	Unclassified	0.00948470643779719
561	KRG102219_aegypti_Ago2_Exp8A	Unclassified	0.138423766770078
562	KRG102219_aegypti_Ago2_Exp8B	Unclassified	0.0995678179496245
563	KRG102219_aegypti_mIgG_Exp8A	Unclassified	0.142103126268778
564	KRG102219_aegypti_mIgG_Exp8B	Unclassified	0.134375205999726
565	KRG102219_aegypti_rIgG_Exp8A	Unclassified	0.0181810141074842
566	KRG102219_aegypti_rIgG_Exp8B	Unclassified	0.0296015629625244
567	KRG121817A_Aag2_Ago1_Exp1A	Unclassified	0.0354236362891362
568	KRG121817A_Aag2_Ago1_Exp1B	Unclassified	0.00984109768022295
569	KRG121817A_Aag2_Ago2_Exp1A	Unclassified	0.462672269448738
570	KRG121817A_Aag2_Ago2_Exp1B	Unclassified	0.191728403479991
571	KRG121817A_Aag2_mIgG_Exp1A	Unclassified	0.0294376856891053
572	KRG121817A_Aag2_mIgG_Exp1B	Unclassified	0.0726688428717221
573	KRG121817A_Aag2_rIgG_Exp1A	Unclassified	0.0348651694168312
574	KRG121817A_Aag2_rIgG_Exp1B	Unclassified	0.000554917400544929
575	KRG121817B_Aag2_Ago1_Exp2A	Unclassified	0.0393717981019568
576	KRG121817B_Aag2_Ago1_Exp2B	Unclassified	0.0343791831053911
577	KRG121817B_Aag2_Ago2_Exp2A	Unclassified	0.371892852757328
578	KRG121817B_Aag2_Ago2_Exp2B	Unclassified	0.221406055763998
579	KRG121817B_Aag2_mIgG_Exp2A	Unclassified	0.0457973315421488
580	KRG121817B_Aag2_mIgG_Exp2B	Unclassified	0.0577524575513852
581	KRG121817B_Aag2_rIgG_Exp2A	Unclassified	0.00917714793562472
582	KRG121817B_Aag2_rIgG_Exp2B	Unclassified	0.0133874735412924
583	BrdU_KRG090619_Aag2_Ago1_Exp5A	Virgaviridae	0.00289281301269945
584	BrdU_KRG090619_Aag2_Ago1_Exp5B	Virgaviridae	0.00201875558522379
585	BrdU_KRG090619_Aag2_Ago2_Exp5A	Virgaviridae	0.00678138711488859
586	BrdU_KRG090619_Aag2_Ago2_Exp5B	Virgaviridae	0.00641864275911023
587	BrdU_KRG090619_Aag2_mIgG_Exp5A	Virgaviridae	0
588	BrdU_KRG090619_Aag2_mIgG_Exp5B	Virgaviridae	0
589	BrdU_KRG090619_Aag2_rIgG_Exp5A	Virgaviridae	0
590	BrdU_KRG090619_Aag2_rIgG_Exp5B	Virgaviridae	0
591	BrdU_KRG090619_aegypti_Ago1_Exp5A	Virgaviridae	0.00192346531511171
592	BrdU_KRG090619_aegypti_Ago1_Exp5B	Virgaviridae	0
593	BrdU_KRG090619_aegypti_Ago2_Exp5A	Virgaviridae	0.000841814615585356
594	BrdU_KRG090619_aegypti_Ago2_Exp5B	Virgaviridae	0.00107929586737612
595	BrdU_KRG090619_aegypti_mIgG_Exp5A	Virgaviridae	0
596	BrdU_KRG090619_aegypti_mIgG_Exp5B	Virgaviridae	0
597	BrdU_KRG090619_aegypti_rIgG_Exp5A	Virgaviridae	0
598	BrdU_KRG090619_aegypti_rIgG_Exp5B	Virgaviridae	0
599	BrdU_KRG091819_Aag2_Ago1_Exp6A	Virgaviridae	0.00177838242780323
600	BrdU_KRG091819_Aag2_Ago1_Exp6B	Virgaviridae	0.00258100594706787
601	BrdU_KRG091819_Aag2_Ago2_Exp6A	Virgaviridae	0.0056657223796034
602	BrdU_KRG091819_Aag2_Ago2_Exp6B	Virgaviridae	0.00745463029175214
603	BrdU_KRG091819_Aag2_mIgG_Exp6A	Virgaviridae	0
604	BrdU_KRG091819_Aag2_mIgG_Exp6B	Virgaviridae	0
605	BrdU_KRG091819_Aag2_rIgG_Exp6A	Virgaviridae	0
606	BrdU_KRG091819_Aag2_rIgG_Exp6B	Virgaviridae	0
607	BrdU_KRG091819_aegypti_Ago1_Exp6A	Virgaviridae	0.00068697832583382
608	BrdU_KRG091819_aegypti_Ago1_Exp6B	Virgaviridae	0
609	BrdU_KRG091819_aegypti_Ago2_Exp6A	Virgaviridae	0.000485259043408848
610	BrdU_KRG091819_aegypti_Ago2_Exp6B	Virgaviridae	0.00219161612904236
611	BrdU_KRG091819_aegypti_mIgG_Exp6A	Virgaviridae	0
612	BrdU_KRG091819_aegypti_mIgG_Exp6B	Virgaviridae	0
613	BrdU_KRG091819_aegypti_rIgG_Exp6A	Virgaviridae	0
614	BrdU_KRG091819_aegypti_rIgG_Exp6B	Virgaviridae	0
615	KRG081018_Aag2_Ago1_Exp3A	Virgaviridae	0.000656493210218973
616	KRG081018_Aag2_Ago1_Exp3B	Virgaviridae	0.000531559039882875
617	KRG081018_Aag2_rIgG_Exp3	Virgaviridae	0.0242309652637773
618	KRG081018_aegypti_Ago1_Exp3A	Virgaviridae	0
619	KRG081018_aegypti_Ago1_Exp3B	Virgaviridae	0
620	KRG081018_aegypti_Ago1_Exp3C	Virgaviridae	0.000185342497490154
621	KRG091218_Aag2_Ago1_Exp4A	Virgaviridae	0.000130456676642254
622	KRG091218_Aag2_Ago1_Exp4B	Virgaviridae	0.000174736889927991
623	KRG091218_Aag2_Ago1_Exp4C	Virgaviridae	0.000737053833674958
624	KRG091218_Aag2_rIgG_Exp4A	Virgaviridae	0
625	KRG091218_Aag2_rIgG_Exp4B	Virgaviridae	0.000430005805078369
626	KRG091218_aegypti_Ago1_Exp4A	Virgaviridae	0
627	KRG091218_aegypti_Ago1_Exp4B	Virgaviridae	0
628	KRG091218_aegypti_Ago1_Exp4C	Virgaviridae	0
629	KRG091218_aegypti_Ago1_Exp4D	Virgaviridae	0
630	KRG091218_aegypti_Ago1_Exp4E	Virgaviridae	0
631	KRG091218_aegypti_Ago1_Exp4F	Virgaviridae	0
632	KRG091218_aegypti_rIgG_Exp4A	Virgaviridae	0
633	KRG091218_aegypti_rIgG_Exp4B	Virgaviridae	0
634	KRG092419_Aag2_Ago1_Exp7A	Virgaviridae	0.00225484651071898
635	KRG092419_Aag2_Ago1_Exp7B	Virgaviridae	0.00141478735746017
636	KRG092419_Aag2_Ago2_Exp7A	Virgaviridae	0.00327837019608437
637	KRG092419_Aag2_Ago2_Exp7B	Virgaviridae	0.00516755807043382
638	KRG092419_Aag2_mIgG_Exp7A	Virgaviridae	0.00153159684286837
639	KRG092419_Aag2_mIgG_Exp7B	Virgaviridae	0
640	KRG092419_Aag2_rIgG_Exp7A	Virgaviridae	0
641	KRG092419_Aag2_rIgG_Exp7B	Virgaviridae	0
642	KRG092419_aegypti_Ago2_Exp7A	Virgaviridae	0.001274278997015
643	KRG092419_aegypti_Ago2_Exp7B	Virgaviridae	0.000415504983982283
644	KRG092419_aegypti_mIgG_Exp7A	Virgaviridae	0
645	KRG092419_aegypti_mIgG_Exp7B	Virgaviridae	0
646	KRG092419_aegypti_mIgG_Exp7C	Virgaviridae	0
647	KRG092419_aegypti_mIgG_Exp7D	Virgaviridae	0
648	KRG102219_Aag2_Ago1_Exp8A	Virgaviridae	0.000853575521161204
649	KRG102219_Aag2_Ago1_Exp8B	Virgaviridae	0.000185061810644755
650	KRG102219_Aag2_Ago2_Exp8A	Virgaviridae	0.00625763499487146
651	KRG102219_Aag2_Ago2_Exp8B	Virgaviridae	0.00476314194162986
652	KRG102219_Aag2_mIgG_Exp8A	Virgaviridae	0.002560382350431
653	KRG102219_Aag2_mIgG_Exp8B	Virgaviridae	0.00123984873845391
654	KRG102219_Aag2_rIgG_Exp8A	Virgaviridae	0
655	KRG102219_Aag2_rIgG_Exp8B	Virgaviridae	0
656	KRG102219_aegypti_Ago1_Exp8A	Virgaviridae	0
657	KRG102219_aegypti_Ago1_Exp8B	Virgaviridae	0
658	KRG102219_aegypti_Ago2_Exp8A	Virgaviridae	0.00282497483204241
659	KRG102219_aegypti_Ago2_Exp8B	Virgaviridae	0.00198414129972078
660	KRG102219_aegypti_mIgG_Exp8A	Virgaviridae	0.00350007700169404
661	KRG102219_aegypti_mIgG_Exp8B	Virgaviridae	0.00202830499622228
662	KRG102219_aegypti_rIgG_Exp8A	Virgaviridae	0.000491378759661735
663	KRG102219_aegypti_rIgG_Exp8B	Virgaviridae	0
664	KRG121817A_Aag2_Ago1_Exp1A	Virgaviridae	0.000462622115716331
665	KRG121817A_Aag2_Ago1_Exp1B	Virgaviridae	0.000628155171078061
666	KRG121817A_Aag2_Ago2_Exp1A	Virgaviridae	0.00613810535806285
667	KRG121817A_Aag2_Ago2_Exp1B	Virgaviridae	0.00300829084958145
668	KRG121817A_Aag2_mIgG_Exp1A	Virgaviridae	0
669	KRG121817A_Aag2_mIgG_Exp1B	Virgaviridae	0.00144758651138889
670	KRG121817A_Aag2_rIgG_Exp1A	Virgaviridae	0
671	KRG121817A_Aag2_rIgG_Exp1B	Virgaviridae	0
672	KRG121817B_Aag2_Ago1_Exp2A	Virgaviridae	0.000537498950197363
673	KRG121817B_Aag2_Ago1_Exp2B	Virgaviridae	0.00039898471689042
674	KRG121817B_Aag2_Ago2_Exp2A	Virgaviridae	0.00526263470883012
675	KRG121817B_Aag2_Ago2_Exp2B	Virgaviridae	0.00299885534257396
676	KRG121817B_Aag2_mIgG_Exp2A	Virgaviridae	0.000718389514386648
677	KRG121817B_Aag2_mIgG_Exp2B	Virgaviridae	0.000781948168007149
678	KRG121817B_Aag2_rIgG_Exp2A	Virgaviridae	0.000161002595361837
679	KRG121817B_Aag2_rIgG_Exp2B	Virgaviridae	0.000210826354980983
