sample	x.strand	overlapID	count	total_length	pos_over_neg_count	pos_over_neg_legnth
cat_aegyptiAgo2.bed	-	1:162394685_162394725	499	24051	0.00200400801603206	4.15783127520685e-05
cat_aegyptiAgo2.bed	-	1:162395079_162395134	228	11110	0.0043859649122807	9.000900090009e-05
cat_aegyptiAgo2.bed	-	1:162395315_162395329	425	16124	0.00235294117647059	6.20193500372116e-05
cat_aegyptiAgo2.bed	-	1:162395438_162395488	363	17287	0.00275482093663912	5.78469370046856e-05
cat_aegyptiAgo2.bed	-	1:162395539_162395567	285	9750	0.00350877192982456	0.000102564102564103
cat_aegyptiAgo2.bed	-	1:162395648_162395681	277	11312	0.0036101083032491	8.84016973125884e-05
cat_aegyptiAgo2.bed	-	1:205566034_205566080	250	10798	0.004	9.26097425449157e-05
cat_aegyptiAgo2.bed	-	1:205566223_205566258	339	16102	0.00294985250737463	6.21040864488883e-05
cat_aegyptiAgo2.bed	-	1:205566354_205566390	280	14876	0.00357142857142857	6.72223716052702e-05
cat_aegyptiAgo2.bed	-	1:205567118_205567146	261	8936	0.00383141762452107	0.000111906893464637
cat_aegyptiAgo2.bed	-	1:205567527_205567600	360	14345	0.00277777777777778	6.9710700592541e-05
cat_aegyptiAgo2.bed	-	1:205575244_205575303	1758	62763	0.000568828213879408	1.59329541290251e-05
cat_aegyptiAgo2.bed	-	1:205580161_205580180	200	9536	0.005	0.000104865771812081
cat_aegyptiAgo2.bed	-	1:205581019_205581088	1010	42506	0.00099009900990099	2.35260904342916e-05
cat_aegyptiAgo2.bed	-	1:205581131_205581158	189	9811	0.00529100529100529	0.000101926409132606
cat_aegyptiAgo2.bed	-	1:205581205_205581236	301	10606	0.00332225913621262	9.42862530643032e-05
cat_aegyptiAgo2.bed	-	1:205581556_205581590	90	4126	0.0111111111111111	0.000242365487154629
cat_aegyptiAgo2.bed	-	1:205581655_205581691	269	10136	0.00371747211895911	9.86582478295185e-05
cat_aegyptiAgo2.bed	-	1:205588739_205588757	227	9636	0.00440528634361234	0.000103777501037775
cat_aegyptiAgo2.bed	-	1:205589523_205589567	525	21551	0.0019047619047619	4.64015590923855e-05
cat_aegyptiAgo2.bed	-	1:205589798_205589825	278	9438	0.00359712230215827	0.000105954651409197
cat_aegyptiAgo2.bed	-	1:205592430_205592479	1629	59007	0.000613873542050338	1.69471418645245e-05
cat_aegyptiAgo2.bed	-	1:205600861_205600871	124	5756	0.00806451612903226	0.000173731758165393
cat_aegyptiAgo2.bed	-	1:205604237_205604276	318	15033	0.00314465408805031	6.65203219583583e-05
cat_aegyptiAgo2.bed	-	1:205604375_205604417	285	14660	0.00350877192982456	6.82128240109141e-05
cat_aegyptiAgo2.bed	-	1:205605024_205605051	415	19417	0.00240963855421687	5.15012617809136e-05
cat_aegyptiAgo2.bed	-	1:205605171_205605193	691	29771	0.00144717800289436	3.3589734976991e-05
cat_aegyptiAgo2.bed	-	1:205605364_205605401	197	8327	0.0050761421319797	0.000120091269364717
cat_aegyptiAgo2.bed	-	1:205605472_205605513	97	4566	0.0103092783505155	0.000219010074463425
cat_aegyptiAgo2.bed	-	1:205607758_205607817	1695	61102	0.000589970501474926	1.63660763968446e-05
cat_aegyptiAgo2.bed	-	1:205612639_205612690	276	11942	0.0036231884057971	8.37380673254061e-05
cat_aegyptiAgo2.bed	-	1:205612701_205612734	203	10099	0.00492610837438424	9.90197049212793e-05
cat_aegyptiAgo2.bed	-	1:205613533_205613603	1043	44515	0.000958772770853308	2.24643378636415e-05
cat_aegyptiAgo2.bed	-	1:205613721_205613750	299	10319	0.00334448160535117	9.69086151758891e-05
cat_aegyptiAgo2.bed	-	1:205614130_205614208	360	13985	0.00277777777777778	7.15051841258491e-05
cat_aegyptiAgo2.bed	-	1:205616343_205616402	1745	62909	0.000573065902578797	1.58959767282901e-05
cat_aegyptiAgo2.bed	-	1:205628039_205628071	229	11818	0.00436681222707424	8.46166864105602e-05
cat_aegyptiAgo2.bed	-	1:205628162_205628198	308	14632	0.00324675324675325	6.83433570256971e-05
cat_aegyptiAgo2.bed	-	1:205628947_205628973	390	18040	0.00256410256410256	5.54323725055432e-05
cat_aegyptiAgo2.bed	-	1:205629055_205629087	299	10246	0.00334448160535117	9.75990630489947e-05
cat_aegyptiAgo2.bed	-	1:205631682_205631738	1638	60053	0.000610500610500611	1.66519574375968e-05
cat_aegyptiAgo2.bed	-	1:205636748_205636785	330	15567	0.00303030303030303	6.42384531380484e-05
cat_aegyptiAgo2.bed	-	1:205636945_205636960	214	9073	0.00467289719626168	0.000110217127741651
cat_aegyptiAgo2.bed	-	1:205637453_205637528	1072	46274	0.000932835820895522	2.16104075722868e-05
cat_aegyptiAgo2.bed	-	1:205637751_205637796	286	12231	0.0034965034965035	8.17594636579184e-05
cat_aegyptiAgo2.bed	-	1:205640266_205640295	1463	51911	0.000683526999316473	1.92637398624569e-05
cat_aegyptiAgo2.bed	-	1:205645149_205645175	160	6801	0.00625	0.000147037200411704
cat_aegyptiAgo2.bed	-	1:205645334_205645368	312	14796	0.00320512820512821	6.75858340091917e-05
cat_aegyptiAgo2.bed	-	1:205646041_205646113	1090	46559	0.000917431192660551	2.1478124530166e-05
cat_aegyptiAgo2.bed	-	1:205653919_205653956	329	15785	0.00303951367781155	6.3351282863478e-05
cat_aegyptiAgo2.bed	-	1:205654151_205654192	248	11577	0.00403225806451613	8.63781636002419e-05
cat_aegyptiAgo2.bed	-	1:205654786_205654836	130	5282	0.00769230769230769	0.000189322226429383
cat_aegyptiAgo2.bed	-	1:205655492_205655516	1525	55613	0.000655737704918033	1.79814072249294e-05
cat_aegyptiAgo2.bed	-	1:205657495_205657528	38	1351	0.0263157894736842	0.00074019245003701
cat_aegyptiAgo2.bed	-	1:205660556_205660595	331	15667	0.00302114803625378	6.38284291823578e-05
cat_aegyptiAgo2.bed	-	1:205660858_205660886	286	9613	0.0034965034965035	0.000104025798398003
cat_aegyptiAgo2.bed	-	1:205661266_205661341	1052	45168	0.000950570342205323	2.21395678356358e-05
cat_aegyptiAgo2.bed	-	1:205661745_205661771	102	4755	0.00980392156862745	0.000210304942166141
cat_aegyptiAgo2.bed	-	1:205668989_205669027	202	8738	0.00495049504950495	0.000114442664225223
cat_aegyptiAgo2.bed	-	1:205669180_205669214	337	15580	0.0029673590504451	6.41848523748395e-05
cat_aegyptiAgo2.bed	-	1:205669329_205669350	142	6787	0.00704225352112676	0.000147340503904523
cat_aegyptiAgo2.bed	-	1:205669617_205669677	243	12041	0.00411522633744856	8.3049580599618e-05
cat_aegyptiAgo2.bed	-	1:205670741_205670768	159	5268	0.00628930817610063	0.000189825360668185
cat_aegyptiAgo2.bed	-	1:205678231_205678289	216	10371	0.00462962962962963	9.64227171921705e-05
cat_aegyptiAgo2.bed	-	1:205678425_205678445	170	8578	0.00588235294117647	0.000116577290743763
cat_aegyptiAgo2.bed	-	1:205678722_205678747	724	31039	0.00138121546961326	3.22175327813396e-05
cat_aegyptiAgo2.bed	-	1:205679129_205679175	262	10322	0.00381679389312977	9.68804495252858e-05
cat_aegyptiAgo2.bed	-	1:205684413_205684444	96	3233	0.0104166666666667	0.000309310238168883
cat_aegyptiAgo2.bed	-	1:205686689_205686718	330	11213	0.00303030303030303	8.91821992330331e-05
cat_aegyptiAgo2.bed	-	1:205687286_205687316	274	9456	0.00364963503649635	0.00010575296108291
cat_aegyptiAgo2.bed	-	1:205687321_205687346	652	27856	0.00153374233128834	3.58989086731763e-05
cat_aegyptiAgo2.bed	-	1:205689936_205689958	1591	57124	0.000628535512256443	1.75057769063791e-05
cat_aegyptiAgo2.bed	-	1:205695435_205695465	174	8932	0.00574712643678161	0.000111957008508733
cat_aegyptiAgo2.bed	-	1:205695706_205695776	1066	45651	0.000938086303939962	2.19053251845524e-05
cat_aegyptiAgo2.bed	-	1:205696300_205696330	193	7742	0.00518134715025907	0.000129165590286748
cat_aegyptiAgo2.bed	-	1:205719082_205719110	4	100	0.25	0.01
cat_aegyptiAgo2.bed	-	1:205725934_205726014	1162	49579	0.000860585197934596	2.01698299683334e-05
cat_aegyptiAgo2.bed	-	1:205726018_205726050	456	20948	0.00219298245614035	4.77372541531411e-05
cat_aegyptiAgo2.bed	-	1:205728782_205728841	1702	61281	0.000587544065804935	1.63182715686754e-05
cat_aegyptiAgo2.bed	-	1:205736682_205736694	18	369	0.0555555555555556	0.002710027100271
cat_aegyptiAgo2.bed	-	1:205736839_205736893	289	12576	0.00346020761245675	7.95165394402036e-05
cat_aegyptiAgo2.bed	-	1:205737189_205737206	126	6408	0.00793650793650794	0.00015605493133583
cat_aegyptiAgo2.bed	-	1:205737331_205737361	345	11717	0.00289855072463768	8.53460783476999e-05
cat_aegyptiAgo2.bed	-	1:205737928_205737959	285	9715	0.00350877192982456	0.000102933607822954
cat_aegyptiAgo2.bed	-	1:205740593_205740647	1663	60581	0.000601322910402886	1.65068255723742e-05
cat_aegyptiAgo2.bed	-	1:206221057_206221085	1	30	1	0.0333333333333333
cat_aegyptiAgo2.bed	-	1:206222262_206222283	2	51	0.5	0.0196078431372549
cat_aegyptiAgo2.bed	-	1:206222445_206222466	4	111	0.25	0.00900900900900901
cat_aegyptiAgo2.bed	-	1:235480617_235480637	1	21	1	0.0476190476190476
cat_aegyptiAgo2.bed	-	1:235481902_235481922	8	166	0.125	0.00602409638554217
cat_aegyptiAgo2.bed	-	1:235489927_235489940	1	21	1	0.0476190476190476
cat_aegyptiAgo2.bed	-	1:235490255_235490276	3	63	0.333333333333333	0.0158730158730159
cat_aegyptiAgo2.bed	-	1:237409798_237409816	1	21	1	0.0476190476190476
cat_aegyptiAgo2.bed	-	1:260444218_260444260	92	3963	0.0108695652173913	0.000252334090335604
cat_aegyptiAgo2.bed	-	1:52840218_52840229	1	40	1	0.025
cat_aegyptiAgo2.bed	-	2:107238290_107238309	47	1013	0.0212765957446809	0.000987166831194472
cat_aegyptiAgo2.bed	-	2:34026017_34026056	17	613	0.0588235294117647	0.00163132137030995
cat_aegyptiAgo2.bed	-	2:348318480_348318501	2	36	0.5	0.0277777777777778
cat_aegyptiAgo2.bed	-	2:393568876_393568887	1	24	1	0.0416666666666667
cat_aegyptiAgo2.bed	-	2:453152250_453152270	44	1649	0.0227272727272727	0.000606428138265616
cat_aegyptiAgo2.bed	-	2:453152344_453152388	38	1781	0.0263157894736842	0.000561482313307131
cat_aegyptiAgo2.bed	-	2:453159158_453159188	75	2764	0.0133333333333333	0.000361794500723589
cat_aegyptiAgo2.bed	-	2:73192063_73192081	7	343	0.142857142857143	0.00291545189504373
cat_aegyptiAgo2.bed	-	3:10763180_10763205	1	21	1	0.0476190476190476
cat_aegyptiAgo2.bed	-	3:10763785_10763811	2	42	0.5	0.0238095238095238
cat_aegyptiAgo2.bed	-	3:10764025_10764040	1	21	1	0.0476190476190476
cat_aegyptiAgo2.bed	-	3:164837882_164837896	1	20	1	0.05
cat_aegyptiAgo2.bed	-	3:215746352_215746378	1	18	1	0.0555555555555556
cat_aegyptiAgo2.bed	-	3:235667014_235667038	3	75	0.333333333333333	0.0133333333333333
cat_aegyptiAgo2.bed	-	3:242853433_242853449	6	117	0.166666666666667	0.00854700854700855
cat_aegyptiAgo2.bed	-	3:26367556_26367602	50	2046	0.02	0.000488758553274682
cat_aegyptiAgo2.bed	-	3:290316982_290316993	1	19	1	0.0526315789473684
cat_aegyptiAgo2.bed	-	3:314164503_314164513	1	20	1	0.05
cat_aegyptiAgo2.bed	-	3:336521264_336521338	30	1174	0.0333333333333333	0.000851788756388416
cat_aegyptiAgo2.bed	-	NIGP01000507:3326_3351	1	21	1	0.0476190476190476
cat_aegyptiAgo2.bed	-	NIGP01001581:29102_29133	27	535	0.037037037037037	0.00186915887850467
cat_aegyptiAgo2.bed	-	NIGP01001868:28528_28544	2	43	0.5	0.0232558139534884
cat_aegyptiAgo2.bed	-	2:43138797_43138810	1	21	1	0.0476190476190476
cat_aegyptiAgo2.bed	-	NIGP01001868:26418_26429	2	42	0.5	0.0238095238095238
cat_aegyptimIgG.bed	+	1:189811704_189811735	6	186	6	186
cat_aegyptimIgG.bed	+	1:195168085_195168140	3	89	3	89
cat_aegyptimIgG.bed	+	1:205706023_205706069	4	111	4	111
cat_aegyptimIgG.bed	+	1:205706716_205706757	41	1362	41	1362
cat_aegyptimIgG.bed	+	1:205706917_205706974	147	6097	147	6097
cat_aegyptimIgG.bed	+	1:205707269_205707332	58	2183	58	2183
cat_aegyptimIgG.bed	+	1:205712778_205712833	863	31520	863	31520
cat_aegyptimIgG.bed	+	1:206222262_206222283	1	21	1	21
cat_aegyptimIgG.bed	+	1:206222445_206222466	5	107	5	107
cat_aegyptimIgG.bed	+	1:223495945_223495974	2	55	2	55
cat_aegyptimIgG.bed	+	1:223496018_223496059	37	1227	37	1227
cat_aegyptimIgG.bed	+	1:235479472_235479510	15	315	15	315
cat_aegyptimIgG.bed	+	1:235480293_235480327	5	105	5	105
cat_aegyptimIgG.bed	+	1:235480769_235480795	3	60	3	60
cat_aegyptimIgG.bed	+	1:235481594_235481613	5	105	5	105
cat_aegyptimIgG.bed	+	1:235482910_235482921	7	147	7	147
cat_aegyptimIgG.bed	+	1:235491999_235492015	5	105	5	105
cat_aegyptimIgG.bed	+	1:235492267_235492282	11	231	11	231
cat_aegyptimIgG.bed	+	1:235492444_235492455	7	147	7	147
cat_aegyptimIgG.bed	+	1:80227624_80227672	881	32054	881	32054
cat_aegyptimIgG.bed	+	1:80230059_80230112	66	3145	66	3145
cat_aegyptimIgG.bed	+	1:80230244_80230282	67	2790	67	2790
cat_aegyptimIgG.bed	+	1:80230427_80230454	155	6406	155	6406
cat_aegyptimIgG.bed	+	1:80230458_80230533	346	13589	346	13589
cat_aegyptimIgG.bed	+	1:80231066_80231107	168	5940	168	5940
cat_aegyptimIgG.bed	+	1:80231196_80231237	151	6462	151	6462
cat_aegyptimIgG.bed	+	1:80231330_80231364	46	2106	46	2106
cat_aegyptimIgG.bed	+	2:121270186_121270200	2	42	2	42
cat_aegyptimIgG.bed	+	2:185998945_185998974	4	97	4	97
cat_aegyptimIgG.bed	+	2:301274067_301274080	2	42	2	42
cat_aegyptimIgG.bed	+	2:393568384_393568404	12	322	12	322
cat_aegyptimIgG.bed	+	2:413904951_413905003	114	4001	114	4001
cat_aegyptimIgG.bed	+	2:413905214_413905231	3	84	3	84
cat_aegyptimIgG.bed	+	2:413905497_413905558	10	325	10	325
cat_aegyptimIgG.bed	+	2:413905602_413905628	23	663	23	663
cat_aegyptimIgG.bed	+	2:413905669_413905708	13	584	13	584
cat_aegyptimIgG.bed	+	2:69055108_69055130	13	269	13	269
cat_aegyptimIgG.bed	+	3:10759609_10759631	1	21	1	21
cat_aegyptimIgG.bed	+	3:11239192_11239234	16	335	16	335
cat_aegyptimIgG.bed	+	3:231454012_231454040	107	3711	107	3711
cat_aegyptimIgG.bed	+	3:231454043_231454072	387	12583	387	12583
cat_aegyptimIgG.bed	+	3:235665357_235665369	3	63	3	63
cat_aegyptimIgG.bed	+	3:235665632_235665654	13	273	13	273
cat_aegyptimIgG.bed	+	3:259531621_259531635	4	84	4	84
cat_aegyptimIgG.bed	+	3:290325469_290325490	3	63	3	63
cat_aegyptimIgG.bed	+	3:375276157_375276187	12	466	12	466
cat_aegyptimIgG.bed	+	NIGP01000045:7221_7249	3	75	3	75
cat_aegyptimIgG.bed	+	NIGP01001771:10871_10932	889	32681	889	32681
cat_aegyptimIgG.bed	+	NIGP01001771:13082_13117	47	1790	47	1790
cat_aegyptimIgG.bed	+	NIGP01001771:13426_13469	47	1548	47	1548
cat_aegyptimIgG.bed	+	NIGP01001771:13766_13791	41	1502	41	1502
cat_aegyptimIgG.bed	+	NIGP01001771:2278_2337	911	33077	911	33077
cat_aegyptimIgG.bed	+	NIGP01001771:4938_4971	384	12422	384	12422
cat_aegyptimIgG.bed	+	NIGP01001771:5373_5424	64	2216	64	2216
cat_aegyptimIgG.bed	+	NIGP01001771:5537_5563	23	746	23	746
cat_aegyptimIgG.bed	+	NIGP01001771:5685_5705	58	2346	58	2346
cat_aegyptimIgG.bed	+	NIGP01001771:5824_5861	126	5173	126	5173
cat_aegyptimIgG.bed	+	NIGP01001771:5916_5928	25	1074	25	1074
cat_aegyptimIgG.bed	+	NIGP01001771:5954_5988	56	2412	56	2412
cat_aegyptimIgG.bed	+	NIGP01001970:3765_3830	793	32106	793	32106
cat_aegyptimIgG.bed	+	NIGP01001970:5056_5113	918	33287	918	33287
cat_aegyptimIgG.bed	+	NIGP01001970:7600_7635	39	1237	39	1237
cat_aegyptimIgG.bed	+	NIGP01001970:7795_7844	84	3392	84	3392
cat_aegyptimIgG.bed	+	NIGP01001970:8731_8766	43	1824	43	1824
cat_aegyptimIgG.bed	+	NIGP01001970:8786_8838	33	1325	33	1325
cat_aegyptimIgG.bed	+	NIGP01002135:1033_1046	5	219	5	219
cat_aegyptimIgG.bed	+	NIGP01002231:165079_165118	13	478	13	478
cat_aegyptimIgG.bed	+	NIGP01002231:165728_165764	5	211	5	211
cat_aegyptimIgG.bed	+	NIGP01002231:165855_165886	8	294	8	294
cat_aegyptimIgG.bed	+	NIGP01002231:166084_166120	7	232	7	232
cat_aegyptimIgG.bed	+	2:304349005_304349017	1	21	1	21
cat_aegyptimIgG.bed	-	1:162386775_162386866	97	3268	0.0103092783505155	0.000305997552019584
cat_aegyptimIgG.bed	-	1:162386923_162386950	181	5797	0.00552486187845304	0.000172503018802829
cat_aegyptimIgG.bed	-	1:162389561_162389622	495	16575	0.00202020202020202	6.03318250377074e-05
cat_aegyptimIgG.bed	-	1:162394482_162394498	10	469	0.1	0.00213219616204691
cat_aegyptimIgG.bed	-	1:162394534_162394550	24	1070	0.0416666666666667	0.000934579439252336
cat_aegyptimIgG.bed	-	1:162394685_162394725	126	3970	0.00793650793650794	0.000251889168765743
cat_aegyptimIgG.bed	-	1:162395438_162395488	29	1078	0.0344827586206897	0.000927643784786642
cat_aegyptimIgG.bed	-	1:205566034_205566080	14	584	0.0714285714285714	0.00171232876712329
cat_aegyptimIgG.bed	-	1:205566354_205566390	46	1585	0.0217391304347826	0.000630914826498423
cat_aegyptimIgG.bed	-	1:205566928_205567002	103	3573	0.00970873786407767	0.000279876854184159
cat_aegyptimIgG.bed	-	1:205567017_205567035	26	994	0.0384615384615385	0.00100603621730382
cat_aegyptimIgG.bed	-	1:205567527_205567600	35	1398	0.0285714285714286	0.000715307582260372
cat_aegyptimIgG.bed	-	1:205575244_205575303	534	18048	0.00187265917602996	5.54078014184397e-05
cat_aegyptimIgG.bed	-	1:205580161_205580180	21	935	0.0476190476190476	0.00106951871657754
cat_aegyptimIgG.bed	-	1:205581019_205581088	132	4758	0.00757575757575758	0.000210172341319882
cat_aegyptimIgG.bed	-	1:205581131_205581158	25	1001	0.04	0.000999000999000999
cat_aegyptimIgG.bed	-	1:205581205_205581236	207	6586	0.00483091787439614	0.000151837230488916
cat_aegyptimIgG.bed	-	1:205581556_205581590	17	641	0.0588235294117647	0.0015600624024961
cat_aegyptimIgG.bed	-	1:205581655_205581691	22	912	0.0454545454545455	0.00109649122807018
cat_aegyptimIgG.bed	-	1:205588739_205588757	7	328	0.142857142857143	0.00304878048780488
cat_aegyptimIgG.bed	-	1:205588901_205588937	32	1341	0.03125	0.000745712155108128
cat_aegyptimIgG.bed	-	1:205589523_205589567	24	1030	0.0416666666666667	0.000970873786407767
cat_aegyptimIgG.bed	-	1:205589798_205589825	218	6870	0.00458715596330275	0.000145560407569141
cat_aegyptimIgG.bed	-	1:205589827_205589855	62	2379	0.0161290322580645	0.000420344682639765
cat_aegyptimIgG.bed	-	1:205592430_205592479	552	18736	0.00181159420289855	5.33731853116994e-05
cat_aegyptimIgG.bed	-	1:205600861_205600871	20	747	0.05	0.00133868808567604
cat_aegyptimIgG.bed	-	1:205604237_205604276	36	1450	0.0277777777777778	0.000689655172413793
cat_aegyptimIgG.bed	-	1:205604375_205604417	58	1889	0.0172413793103448	0.000529380624669137
cat_aegyptimIgG.bed	-	1:205604861_205604892	17	818	0.0588235294117647	0.00122249388753056
cat_aegyptimIgG.bed	-	1:205605024_205605051	45	1820	0.0222222222222222	0.000549450549450549
cat_aegyptimIgG.bed	-	1:205605364_205605401	13	486	0.0769230769230769	0.00205761316872428
cat_aegyptimIgG.bed	-	1:205605472_205605513	23	849	0.0434782608695652	0.00117785630153121
cat_aegyptimIgG.bed	-	1:205607758_205607817	457	15290	0.00218818380743982	6.5402223675605e-05
cat_aegyptimIgG.bed	-	1:205612639_205612690	18	728	0.0555555555555556	0.00137362637362637
cat_aegyptimIgG.bed	-	1:205612701_205612734	28	1138	0.0357142857142857	0.000878734622144112
cat_aegyptimIgG.bed	-	1:205613263_205613319	19	643	0.0526315789473684	0.0015552099533437
cat_aegyptimIgG.bed	-	1:205613533_205613603	116	4347	0.00862068965517241	0.000230043708304578
cat_aegyptimIgG.bed	-	1:205614130_205614208	29	1138	0.0344827586206897	0.000878734622144112
cat_aegyptimIgG.bed	-	1:205616343_205616402	465	15633	0.0021505376344086	6.39672487686305e-05
cat_aegyptimIgG.bed	-	1:205628039_205628071	15	648	0.0666666666666667	0.00154320987654321
cat_aegyptimIgG.bed	-	1:205628359_205628377	16	659	0.0625	0.00151745068285281
cat_aegyptimIgG.bed	-	1:205628600_205628662	32	1117	0.03125	0.000895255147717099
cat_aegyptimIgG.bed	-	1:205628947_205628973	38	1562	0.0263157894736842	0.000640204865556978
cat_aegyptimIgG.bed	-	1:205629055_205629087	225	7003	0.00444444444444444	0.000142795944595173
cat_aegyptimIgG.bed	-	1:205631682_205631738	510	17217	0.00196078431372549	5.80821281291747e-05
cat_aegyptimIgG.bed	-	1:205636945_205636960	29	1200	0.0344827586206897	0.000833333333333333
cat_aegyptimIgG.bed	-	1:205637047_205637074	15	530	0.0666666666666667	0.00188679245283019
cat_aegyptimIgG.bed	-	1:205637751_205637796	21	791	0.0476190476190476	0.00126422250316056
cat_aegyptimIgG.bed	-	1:205640266_205640295	494	17176	0.00202429149797571	5.82207731718677e-05
cat_aegyptimIgG.bed	-	1:205645334_205645368	41	1630	0.024390243902439	0.000613496932515337
cat_aegyptimIgG.bed	-	1:205648855_205648910	513	17168	0.00194931773879142	5.82479030754893e-05
cat_aegyptimIgG.bed	-	1:205653919_205653956	44	1690	0.0227272727272727	0.000591715976331361
cat_aegyptimIgG.bed	-	1:205654554_205654574	14	489	0.0714285714285714	0.00204498977505112
cat_aegyptimIgG.bed	-	1:205654648_205654699	98	3730	0.0102040816326531	0.000268096514745308
cat_aegyptimIgG.bed	-	1:205654786_205654836	80	2477	0.0125	0.00040371417036738
cat_aegyptimIgG.bed	-	1:205655492_205655516	482	16475	0.0020746887966805	6.06980273141123e-05
cat_aegyptimIgG.bed	-	1:205657495_205657528	35	1206	0.0285714285714286	0.000829187396351575
cat_aegyptimIgG.bed	-	1:205660556_205660595	51	1988	0.0196078431372549	0.000503018108651912
cat_aegyptimIgG.bed	-	1:205660858_205660886	17	549	0.0588235294117647	0.00182149362477231
cat_aegyptimIgG.bed	-	1:205661266_205661341	85	3104	0.0117647058823529	0.000322164948453608
cat_aegyptimIgG.bed	-	1:205661745_205661771	10	441	0.1	0.00226757369614512
cat_aegyptimIgG.bed	-	1:205669180_205669214	47	1860	0.0212765957446809	0.000537634408602151
cat_aegyptimIgG.bed	-	1:205669376_205669399	23	931	0.0434782608695652	0.00107411385606874
cat_aegyptimIgG.bed	-	1:205670076_205670102	207	6584	0.00483091787439614	0.000151883353584447
cat_aegyptimIgG.bed	-	1:205670184_205670217	17	553	0.0588235294117647	0.00180831826401447
cat_aegyptimIgG.bed	-	1:205678425_205678445	15	639	0.0666666666666667	0.00156494522691706
cat_aegyptimIgG.bed	-	1:205678722_205678747	39	1332	0.0256410256410256	0.000750750750750751
cat_aegyptimIgG.bed	-	1:205679129_205679175	22	920	0.0454545454545455	0.00108695652173913
cat_aegyptimIgG.bed	-	1:205684413_205684444	14	559	0.0714285714285714	0.00178890876565295
cat_aegyptimIgG.bed	-	1:205686689_205686718	24	815	0.0416666666666667	0.00122699386503067
cat_aegyptimIgG.bed	-	1:205687012_205687045	24	1002	0.0416666666666667	0.000998003992015968
cat_aegyptimIgG.bed	-	1:205687066_205687091	19	642	0.0526315789473684	0.00155763239875389
cat_aegyptimIgG.bed	-	1:205687132_205687170	104	4119	0.00961538461538462	0.000242777373148823
cat_aegyptimIgG.bed	-	1:205687176_205687203	44	1900	0.0227272727272727	0.000526315789473684
cat_aegyptimIgG.bed	-	1:205687286_205687316	216	6867	0.00462962962962963	0.000145623998835008
cat_aegyptimIgG.bed	-	1:205687321_205687346	37	1404	0.027027027027027	0.000712250712250712
cat_aegyptimIgG.bed	-	1:205689936_205689958	524	17677	0.00190839694656489	5.65706850709962e-05
cat_aegyptimIgG.bed	-	1:205695435_205695465	23	825	0.0434782608695652	0.00121212121212121
cat_aegyptimIgG.bed	-	1:205695890_205695921	192	6070	0.00520833333333333	0.000164744645799012
cat_aegyptimIgG.bed	-	1:205696300_205696330	27	949	0.037037037037037	0.00105374077976818
cat_aegyptimIgG.bed	-	1:205725934_205726014	92	3303	0.0108695652173913	0.000302755071147442
cat_aegyptimIgG.bed	-	1:205726018_205726050	28	1128	0.0357142857142857	0.000886524822695035
cat_aegyptimIgG.bed	-	1:205728782_205728841	507	17531	0.0019723865877712	5.70418116479379e-05
cat_aegyptimIgG.bed	-	1:205737189_205737206	20	800	0.05	0.00125
cat_aegyptimIgG.bed	-	1:205737331_205737361	19	588	0.0526315789473684	0.00170068027210884
cat_aegyptimIgG.bed	-	1:205737834_205737883	39	1432	0.0256410256410256	0.000698324022346369
cat_aegyptimIgG.bed	-	1:205737928_205737959	202	6314	0.00495049504950495	0.000158378207158695
cat_aegyptimIgG.bed	-	1:205740593_205740647	465	15652	0.0021505376344086	6.38895987733197e-05
cat_aegyptimIgG.bed	-	1:235480617_235480637	7	147	0.142857142857143	0.00680272108843537
cat_aegyptimIgG.bed	-	1:235481448_235481466	20	418	0.05	0.00239234449760766
cat_aegyptimIgG.bed	-	1:235481902_235481922	10	205	0.1	0.0048780487804878
cat_aegyptimIgG.bed	-	1:235490255_235490276	10	210	0.1	0.00476190476190476
cat_aegyptimIgG.bed	-	1:237409798_237409816	2	42	0.5	0.0238095238095238
cat_aegyptimIgG.bed	-	2:107238290_107238309	9	192	0.111111111111111	0.00520833333333333
cat_aegyptimIgG.bed	-	2:133623228_133623257	1	18	1	0.0555555555555556
cat_aegyptimIgG.bed	-	2:185998780_185998807	4	76	0.25	0.0131578947368421
cat_aegyptimIgG.bed	-	2:185999026_185999050	2	42	0.5	0.0238095238095238
cat_aegyptimIgG.bed	-	2:289413708_289413725	3	58	0.333333333333333	0.0172413793103448
cat_aegyptimIgG.bed	-	2:34026017_34026056	7	221	0.142857142857143	0.00452488687782805
cat_aegyptimIgG.bed	-	2:348318480_348318501	2	36	0.5	0.0277777777777778
cat_aegyptimIgG.bed	-	2:393568876_393568887	2	42	0.5	0.0238095238095238
cat_aegyptimIgG.bed	-	2:393569362_393569387	13	403	0.0769230769230769	0.00248138957816377
cat_aegyptimIgG.bed	-	3:10755742_10755770	5	105	0.2	0.00952380952380952
cat_aegyptimIgG.bed	-	3:10763180_10763205	3	63	0.333333333333333	0.0158730158730159
cat_aegyptimIgG.bed	-	3:10763785_10763811	2	42	0.5	0.0238095238095238
cat_aegyptimIgG.bed	-	3:164837882_164837896	3	64	0.333333333333333	0.015625
cat_aegyptimIgG.bed	-	3:164843797_164843812	1	21	1	0.0476190476190476
cat_aegyptimIgG.bed	-	3:224808414_224808430	4	83	0.25	0.0120481927710843
cat_aegyptimIgG.bed	-	3:235667014_235667038	8	200	0.125	0.005
